state,year,tempf,tempc
Iowa,1938,50.0167,10.0093
Iowa,1939,49.8833,9.9352
Iowa,1940,46.6167,8.1204
Iowa,1941,49.7833,9.8796
Iowa,1942,47.6417,8.6898
Iowa,1943,46.5417,8.0787
Iowa,1944,48.0500,8.9167
Iowa,1945,46.4000,8.0000
Iowa,1946,49.3083,9.6157
Iowa,1947,47.4833,8.6019
Iowa,1948,47.7583,8.7546
Iowa,1949,48.0000,8.8889
Iowa,1950,44.8250,7.1250
Iowa,1951,44.3167,6.8426
Iowa,1952,47.7917,8.7731
Iowa,1953,49.1083,9.5046
Iowa,1954,49.2583,9.5880
Iowa,1955,47.9167,8.8426
Iowa,1956,48.1083,8.9491
Iowa,1957,47.5417,8.6343
Iowa,1958,46.8583,8.2546
Iowa,1959,46.8917,8.2731
Iowa,1960,46.1000,7.8333
Iowa,1961,46.6833,8.1574
Iowa,1962,46.4750,8.0417
Iowa,1963,47.6917,8.7176
Iowa,1964,48.5250,9.1806
Iowa,1965,46.7250,8.1806
Iowa,1966,46.3833,7.9907
Iowa,1967,46.6250,8.1250
Iowa,1968,47.6250,8.6806
Iowa,1969,46.0500,7.8056
Iowa,1970,46.9250,8.2917
Iowa,1971,47.4333,8.5741
Iowa,1972,45.4917,7.4954
Iowa,1973,48.7417,9.3009
Iowa,1974,47.6000,8.6667
Iowa,1975,47.3917,8.5509
Iowa,1976,47.3583,8.5324
Iowa,1977,48.3583,9.0880
Iowa,1978,45.3167,7.3981
Iowa,1979,45.1333,7.2963
Iowa,1980,48.0083,8.8935
Iowa,1981,48.9667,9.4259
Iowa,1982,46.0833,7.8241
Iowa,1983,47.6500,8.6944
Iowa,1984,47.7667,8.7593
Iowa,1985,45.9000,7.7222
Iowa,1986,48.5583,9.1991
Iowa,1987,51.1833,10.6574
Iowa,1988,48.7000,9.2778
Iowa,1989,46.6000,8.1111
Iowa,1990,49.4583,9.6991
Iowa,1991,48.5833,9.2130
Iowa,1992,47.8417,8.8009
Iowa,1993,45.6667,7.5926
Iowa,1994,47.4583,8.5880
Iowa,1995,47.2583,8.4769
Iowa,1996,45.1667,7.3148
Iowa,1997,47.1000,8.3889
Iowa,1998,50.9167,10.5093
Iowa,1999,49.6583,9.8102
Iowa,2000,48.6333,9.2407
Iowa,2001,49.0583,9.4769
Iowa,2002,49.1667,9.5370
Iowa,2003,47.9167,8.8426
Iowa,2004,48.5167,9.1759
Iowa,2005,49.6167,9.7870
Iowa,2006,50.3917,10.2176
Iowa,2007,48.8917,9.3843
Iowa,2008,45.9167,7.7315
Iowa,2009,46.7000,8.1667
Iowa,2010,48.1917,8.9954
Iowa,2011,48.4083,9.1157
Iowa,2012,52.0750,11.1528
Iowa,2013,46.6583,8.1435
Iowa,2014,45.4583,7.4769
Iowa,2015,49.2667,9.5926
Iowa,2016,50.7167,10.3981
Iowa,2017,50.0000,10.0000
Iowa,2018,47.4917,8.6065
Iowa,2019,46.8250,8.2361
Kansas,1895,52.3833,11.3241
Kansas,1896,54.6750,12.5972
Kansas,1897,53.9667,12.2037
Kansas,1898,52.6333,11.4630
Kansas,1899,52.8167,11.5648
Kansas,1900,54.7000,12.6111
Kansas,1901,54.2000,12.3333
Kansas,1902,53.0417,11.6898
Kansas,1903,52.1333,11.1852
Kansas,1904,53.0250,11.6806
Kansas,1905,52.2750,11.2639
Kansas,1906,53.0333,11.6852
Kansas,1907,53.6167,12.0093
Kansas,1908,54.5417,12.5231
Kansas,1909,53.2333,11.7963
Kansas,1910,54.7083,12.6157
Kansas,1911,54.8250,12.6806
Kansas,1912,51.6083,10.8935
Kansas,1913,54.1833,12.3241
Kansas,1914,54.6500,12.5833
Kansas,1915,52.3417,11.3009
Kansas,1916,52.8917,11.6065
Kansas,1917,51.9917,11.1065
Kansas,1918,53.9667,12.2037
Kansas,1919,52.6667,11.4815
Kansas,1920,53.1583,11.7546
Kansas,1921,56.4500,13.5833
Kansas,1922,54.6333,12.5741
Kansas,1923,53.7833,12.1019
Kansas,1924,51.9250,11.0694
Kansas,1925,54.6083,12.5602
Kansas,1926,54.1083,12.2824
Kansas,1927,53.8417,12.1343
Kansas,1928,53.9667,12.2037
Kansas,1929,52.1750,11.2083
Kansas,1930,54.4083,12.4491
Kansas,1931,56.2750,13.4861
Kansas,1932,53.5500,11.9722
Kansas,1933,56.6583,13.6991
Kansas,1934,57.5083,14.1713
Kansas,1935,54.7583,12.6435
Kansas,1936,55.1583,12.8657
Kansas,1937,53.5250,11.9583
Kansas,1938,56.7583,13.7546
Kansas,1939,56.7083,13.7269
Kansas,1940,53.4667,11.9259
Kansas,1941,55.0167,12.7870
Kansas,1942,53.8833,12.1574
Kansas,1943,54.4083,12.4491
Kansas,1944,53.9833,12.2130
Kansas,1945,53.5500,11.9722
Kansas,1946,56.6833,13.7130
Kansas,1947,54.1417,12.3009
Kansas,1948,53.6417,12.0231
Kansas,1949,53.5583,11.9769
Kansas,1950,53.2000,11.7778
Kansas,1951,52.0333,11.1296
Kansas,1952,54.7917,12.6620
Kansas,1953,56.3083,13.5046
Kansas,1954,57.2417,14.0231
Kansas,1955,54.5833,12.5463
Kansas,1956,55.9333,13.2963
Kansas,1957,53.6417,12.0231
Kansas,1958,53.1417,11.7454
Kansas,1959,53.5750,11.9861
Kansas,1960,52.6667,11.4815
Kansas,1961,52.6583,11.4769
Kansas,1962,54.3167,12.3981
Kansas,1963,55.8333,13.2407
Kansas,1964,54.8667,12.7037
Kansas,1965,54.4500,12.4722
Kansas,1966,53.4500,11.9167
Kansas,1967,53.8500,12.1389
Kansas,1968,53.4833,11.9352
Kansas,1969,53.1417,11.7454
Kansas,1970,54.0000,12.2222
Kansas,1971,53.8250,12.1250
Kansas,1972,53.1917,11.7731
Kansas,1973,53.9917,12.2176
Kansas,1974,54.3750,12.4306
Kansas,1975,53.7250,12.0694
Kansas,1976,54.2000,12.3333
Kansas,1977,55.4500,13.0278
Kansas,1978,52.7000,11.5000
Kansas,1979,52.2917,11.2731
Kansas,1980,55.0833,12.8241
Kansas,1981,55.6667,13.1481
Kansas,1982,53.0250,11.6806
Kansas,1983,53.1917,11.7731
Kansas,1984,53.9750,12.2083
Kansas,1985,52.5333,11.4074
Kansas,1986,56.1917,13.4398
Kansas,1987,55.4500,13.0278
Kansas,1988,54.7333,12.6296
Kansas,1989,53.1417,11.7454
Kansas,1990,55.5083,13.0602
Kansas,1991,55.7000,13.1667
Kansas,1992,54.1583,12.3102
Kansas,1993,51.9333,11.0741
Kansas,1994,54.9167,12.7315
Kansas,1995,53.9250,12.1806
Kansas,1996,53.0833,11.7130
Kansas,1997,53.6667,12.0370
Kansas,1998,56.3167,13.5093
Kansas,1999,55.9917,13.3287
Kansas,2000,55.5333,13.0741
Kansas,2001,55.9167,13.2870
Kansas,2002,55.1833,12.8796
Kansas,2003,54.9667,12.7593
Kansas,2004,55.0667,12.8148
Kansas,2005,55.8917,13.2731
Kansas,2006,56.8750,13.8194
Kansas,2007,55.0750,12.8194
Kansas,2008,53.5750,11.9861
Kansas,2009,53.6000,12.0000
Kansas,2010,55.2750,12.9306
Kansas,2011,55.2083,12.8935
Kansas,2012,58.2167,14.5648
Kansas,2013,53.7167,12.0648
Kansas,2014,53.6833,12.0463
Kansas,2015,56.3000,13.5000
Kansas,2016,57.1667,13.9815
Kansas,2017,56.5000,13.6111
Kansas,2018,54.6000,12.5556
Kansas,2019,53.8750,12.1528
Kentucky,1895,53.6750,12.0417
Kentucky,1896,56.0250,13.3472
Kentucky,1897,55.9250,13.2917
Kentucky,1898,56.1333,13.4074
Kentucky,1899,55.2667,12.9259
Kentucky,1900,56.5667,13.6481
Kentucky,1901,54.3667,12.4259
Kentucky,1902,55.4750,13.0417
Kentucky,1903,54.8250,12.6806
Kentucky,1904,54.2417,12.3565
Kentucky,1905,54.7667,12.6481
Kentucky,1906,55.8167,13.2315
Kentucky,1907,55.2083,12.8935
Kentucky,1908,56.4667,13.5926
Kentucky,1909,55.6417,13.1343
Kentucky,1910,54.4250,12.4583
Kentucky,1911,57.2083,14.0046
Kentucky,1912,53.8333,12.1296
Kentucky,1913,56.9250,13.8472
Kentucky,1914,55.3917,12.9954
Kentucky,1915,55.3583,12.9769
Kentucky,1916,55.3417,12.9676
Kentucky,1917,52.5833,11.4352
Kentucky,1918,55.5250,13.0694
Kentucky,1919,56.6583,13.6991
Kentucky,1920,54.5333,12.5185
Kentucky,1921,58.7000,14.8333
Kentucky,1922,57.2000,14.0000
Kentucky,1923,55.9500,13.3056
Kentucky,1924,53.8750,12.1528
Kentucky,1925,56.3833,13.5463
Kentucky,1926,54.7667,12.6481
Kentucky,1927,56.4917,13.6065
Kentucky,1928,54.7250,12.6250
Kentucky,1929,55.0083,12.7824
Kentucky,1930,56.4417,13.5787
Kentucky,1931,57.7667,14.3148
Kentucky,1932,56.6167,13.6759
Kentucky,1933,57.3917,14.1065
Kentucky,1934,56.5417,13.6343
Kentucky,1935,55.7000,13.1667
Kentucky,1936,56.2750,13.4861
Kentucky,1937,55.2500,12.9167
Kentucky,1938,57.5083,14.1713
Kentucky,1939,57.0583,13.9213
Kentucky,1940,53.9667,12.2037
Kentucky,1941,56.8000,13.7778
Kentucky,1942,55.6667,13.1481
Kentucky,1943,55.5500,13.0833
Kentucky,1944,56.2833,13.4907
Kentucky,1945,55.5333,13.0741
Kentucky,1946,57.2583,14.0324
Kentucky,1947,54.8333,12.6852
Kentucky,1948,55.7000,13.1667
Kentucky,1949,56.9750,13.8750
Kentucky,1950,54.5167,12.5093
Kentucky,1951,54.9750,12.7639
Kentucky,1952,56.5417,13.6343
Kentucky,1953,57.0917,13.9398
Kentucky,1954,56.9083,13.8380
Kentucky,1955,55.9583,13.3102
Kentucky,1956,56.0917,13.3843
Kentucky,1957,56.0917,13.3843
Kentucky,1958,53.0333,11.6852
Kentucky,1959,55.8333,13.2407
Kentucky,1960,53.6333,12.0185
Kentucky,1961,54.4750,12.4861
Kentucky,1962,54.6500,12.5833
Kentucky,1963,53.6667,12.0370
Kentucky,1964,55.5917,13.1065
Kentucky,1965,55.5750,13.0972
Kentucky,1966,53.7750,12.0972
Kentucky,1967,54.3917,12.4398
Kentucky,1968,53.9917,12.2176
Kentucky,1969,53.9000,12.1667
Kentucky,1970,55.0417,12.8009
Kentucky,1971,55.4333,13.0185
Kentucky,1972,54.7417,12.6343
Kentucky,1973,56.2583,13.4769
Kentucky,1974,55.4500,13.0278
Kentucky,1975,55.7750,13.2083
Kentucky,1976,53.3250,11.8472
Kentucky,1977,54.7917,12.6620
Kentucky,1978,53.3667,11.8704
Kentucky,1979,53.4250,11.9028
Kentucky,1980,54.6333,12.5741
Kentucky,1981,54.3417,12.4120
Kentucky,1982,55.3167,12.9537
Kentucky,1983,55.0500,12.8056
Kentucky,1984,55.3250,12.9583
Kentucky,1985,55.0333,12.7963
Kentucky,1986,56.6167,13.6759
Kentucky,1987,56.4750,13.5972
Kentucky,1988,54.8000,12.6667
Kentucky,1989,54.3417,12.4120
Kentucky,1990,57.3167,14.0648
Kentucky,1991,57.3750,14.0972
Kentucky,1992,55.0833,12.8241
Kentucky,1993,55.0000,12.7778
Kentucky,1994,55.3917,12.9954
Kentucky,1995,55.3667,12.9815
Kentucky,1996,54.4000,12.4444
Kentucky,1997,54.4750,12.4861
Kentucky,1998,58.1833,14.5463
Kentucky,1999,57.2583,14.0324
Kentucky,2000,55.6667,13.1481
Kentucky,2001,56.5917,13.6620
Kentucky,2002,56.8333,13.7963
Kentucky,2003,55.2417,12.9120
Kentucky,2004,56.4083,13.5602
Kentucky,2005,56.7833,13.7685
Kentucky,2006,56.8083,13.7824
Kentucky,2007,57.7167,14.2870
Kentucky,2008,55.3500,12.9722
Kentucky,2009,55.3917,12.9954
Kentucky,2010,56.0083,13.3380
Kentucky,2011,56.9250,13.8472
Kentucky,2012,58.4083,14.6713
Kentucky,2013,55.0417,12.8009
Kentucky,2014,54.3417,12.4120
Kentucky,2015,56.5667,13.6481
Kentucky,2016,57.9250,14.4028
Kentucky,2017,57.8167,14.3426
Kentucky,2018,56.9583,13.8657
Kentucky,2019,57.5250,14.1806
Louisiana,1895,64.7750,18.2083
Louisiana,1896,67.2417,19.5787
Louisiana,1897,67.2917,19.6065
Louisiana,1898,65.9583,18.8657
Louisiana,1899,66.0833,18.9352
Louisiana,1900,66.7500,19.3056
Louisiana,1901,65.4250,18.5694
Louisiana,1902,66.6000,19.2222
Louisiana,1903,64.6750,18.1528
Louisiana,1904,66.1333,18.9630
Louisiana,1905,65.6500,18.6944
Louisiana,1906,66.3667,19.0926
Louisiana,1907,67.7167,19.8426
Louisiana,1908,67.5000,19.7222
Louisiana,1909,67.2667,19.5926
Louisiana,1910,66.5250,19.1806
Louisiana,1911,68.7667,20.4259
Louisiana,1912,65.3917,18.5509
Louisiana,1913,66.0750,18.9306
Louisiana,1914,65.8417,18.8009
Louisiana,1915,66.0583,18.9213
Louisiana,1916,66.8000,19.3333
Louisiana,1917,65.1250,18.4028
Louisiana,1918,66.7667,19.3148
Louisiana,1919,66.8250,19.3472
Louisiana,1920,65.8417,18.8009
Louisiana,1921,68.9167,20.5093
Louisiana,1922,67.8000,19.8889
Louisiana,1923,66.5167,19.1759
Louisiana,1924,65.8417,18.8009
Louisiana,1925,67.3583,19.6435
Louisiana,1926,66.1750,18.9861
Louisiana,1927,68.6917,20.3843
Louisiana,1928,65.8417,18.8009
Louisiana,1929,66.1083,18.9491
Louisiana,1930,66.1167,18.9537
Louisiana,1931,66.6250,19.2361
Louisiana,1932,66.8000,19.3333
Louisiana,1933,68.5083,20.2824
Louisiana,1934,67.1083,19.5046
Louisiana,1935,67.0000,19.4444
Louisiana,1936,66.2500,19.0278
Louisiana,1937,66.1833,18.9907
Louisiana,1938,67.3667,19.6481
Louisiana,1939,67.2750,19.5972
Louisiana,1940,64.4000,18.0000
Louisiana,1941,66.5167,19.1759
Louisiana,1942,65.5917,18.6620
Louisiana,1943,66.2583,19.0324
Louisiana,1944,66.9167,19.3981
Louisiana,1945,66.9167,19.3981
Louisiana,1946,67.2417,19.5787
Louisiana,1947,65.8750,18.8194
Louisiana,1948,66.4500,19.1389
Louisiana,1949,67.3083,19.6157
Louisiana,1950,66.8417,19.3565
Louisiana,1951,66.9750,19.4306
Louisiana,1952,66.3167,19.0648
Louisiana,1953,67.1500,19.5278
Louisiana,1954,67.4833,19.7130
Louisiana,1955,66.8500,19.3611
Louisiana,1956,67.0250,19.4583
Louisiana,1957,67.0667,19.4815
Louisiana,1958,64.9417,18.3009
Louisiana,1959,65.8000,18.7778
Louisiana,1960,65.1250,18.4028
Louisiana,1961,65.0667,18.3704
Louisiana,1962,66.4917,19.1620
Louisiana,1963,65.8667,18.8148
Louisiana,1964,66.0667,18.9259
Louisiana,1965,66.8333,19.3519
Louisiana,1966,65.1750,18.4306
Louisiana,1967,65.7500,18.7500
Louisiana,1968,64.3667,17.9815
Louisiana,1969,65.6250,18.6806
Louisiana,1970,65.3417,18.5231
Louisiana,1971,66.4833,19.1574
Louisiana,1972,66.4833,19.1574
Louisiana,1973,66.2333,19.0185
Louisiana,1974,66.5167,19.1759
Louisiana,1975,66.0833,18.9352
Louisiana,1976,64.3333,17.9630
Louisiana,1977,66.0500,18.9167
Louisiana,1978,65.0833,18.3796
Louisiana,1979,64.5417,18.0787
Louisiana,1980,66.0500,18.9167
Louisiana,1981,66.0500,18.9167
Louisiana,1982,66.6750,19.2639
Louisiana,1983,64.3667,17.9815
Louisiana,1984,66.3167,19.0648
Louisiana,1985,66.3583,19.0880
Louisiana,1986,67.3083,19.6157
Louisiana,1987,65.9917,18.8843
Louisiana,1988,65.6333,18.6852
Louisiana,1989,65.4500,18.5833
Louisiana,1990,67.8083,19.8935
Louisiana,1991,66.9167,19.3981
Louisiana,1992,65.8250,18.7917
Louisiana,1993,65.6083,18.6713
Louisiana,1994,66.4583,19.1435
Louisiana,1995,66.7750,19.3194
Louisiana,1996,66.1583,18.9769
Louisiana,1997,66.0417,18.9120
Louisiana,1998,68.6417,20.3565
Louisiana,1999,67.8500,19.9167
Louisiana,2000,67.2417,19.5787
Louisiana,2001,66.6583,19.2546
Louisiana,2002,66.6417,19.2454
Louisiana,2003,66.3750,19.0972
Louisiana,2004,67.1417,19.5231
Louisiana,2005,67.5083,19.7269
Louisiana,2006,67.7750,19.8750
Louisiana,2007,67.3833,19.6574
Louisiana,2008,66.6417,19.2454
Louisiana,2009,66.8500,19.3611
Louisiana,2010,66.4583,19.1435
Louisiana,2011,67.7167,19.8426
Louisiana,2012,68.7167,20.3981
Louisiana,2013,66.2500,19.0278
Louisiana,2014,65.0750,18.3750
Louisiana,2015,68.0917,20.0509
Louisiana,2016,68.7417,20.4120
Louisiana,2017,68.7167,20.3981
Louisiana,2018,67.7750,19.8750
Louisiana,2019,67.7667,19.8704
Maine,1895,39.3667,4.0926
Maine,1896,38.3333,3.5185
Maine,1897,38.9667,3.8704
Maine,1898,40.1583,4.5324
Maine,1899,39.3250,4.0694
Maine,1900,39.9083,4.3935
Maine,1901,39.3333,4.0741
Maine,1902,39.4417,4.1343
Maine,1903,39.3000,4.0556
Maine,1904,36.5167,2.5093
Maine,1905,37.8917,3.2731
Maine,1906,38.9250,3.8472
Maine,1907,37.4333,3.0185
Maine,1908,39.7500,4.3056
Maine,1909,39.3333,4.0741
Maine,1910,40.0583,4.4769
Maine,1911,39.4667,4.1481
Maine,1912,38.4917,3.6065
Maine,1913,41.0000,5.0000
Maine,1914,37.6500,3.1389
Maine,1915,40.9083,4.9491
Maine,1916,39.3583,4.0880
Maine,1917,36.9417,2.7454
Maine,1918,38.4583,3.5880
Maine,1919,39.8583,4.3657
Maine,1920,39.3500,4.0833
Maine,1921,41.1000,5.0556
Maine,1922,39.5917,4.2176
Maine,1923,38.0583,3.3657
Maine,1924,38.6667,3.7037
Maine,1925,38.8083,3.7824
Maine,1926,37.1333,2.8519
Maine,1927,40.2167,4.5648
Maine,1928,39.3000,4.0556
Maine,1929,39.2583,4.0324
Maine,1930,40.6500,4.8056
Maine,1931,42.0583,5.5880
Maine,1932,40.8750,4.9306
Maine,1933,39.5917,4.2176
Maine,1934,38.5583,3.6435
Maine,1935,39.0750,3.9306
Maine,1936,39.4000,4.1111
Maine,1937,41.9250,5.5139
Maine,1938,41.0250,5.0139
Maine,1939,39.1500,3.9722
Maine,1940,38.9917,3.8843
Maine,1941,40.7250,4.8472
Maine,1942,40.8917,4.9398
Maine,1943,38.8333,3.7963
Maine,1944,40.4583,4.6991
Maine,1945,40.4583,4.6991
Maine,1946,40.6583,4.8102
Maine,1947,40.7167,4.8426
Maine,1948,39.9583,4.4213
Maine,1949,42.1417,5.6343
Maine,1950,40.3333,4.6296
Maine,1951,41.1667,5.0926
Maine,1952,41.8167,5.4537
Maine,1953,43.0667,6.1481
Maine,1954,40.4667,4.7037
Maine,1955,40.4333,4.6852
Maine,1956,39.3333,4.0741
Maine,1957,41.0833,5.0463
Maine,1958,39.6167,4.2315
Maine,1959,40.7000,4.8333
Maine,1960,41.2250,5.1250
Maine,1961,40.7333,4.8519
Maine,1962,39.0083,3.8935
Maine,1963,39.5917,4.2176
Maine,1964,40.1000,4.5000
Maine,1965,39.3000,4.0556
Maine,1966,41.0750,5.0417
Maine,1967,39.4167,4.1204
Maine,1968,39.7500,4.3056
Maine,1969,40.9000,4.9444
Maine,1970,40.1000,4.5000
Maine,1971,39.9917,4.4398
Maine,1972,38.5167,3.6204
Maine,1973,42.2500,5.6944
Maine,1974,39.6000,4.2222
Maine,1975,40.8250,4.9028
Maine,1976,39.5250,4.1806
Maine,1977,40.4833,4.7130
Maine,1978,39.3000,4.0556
Maine,1979,41.8333,5.4630
Maine,1980,39.5417,4.1898
Maine,1981,41.7833,5.4352
Maine,1982,39.8500,4.3611
Maine,1983,42.1167,5.6204
Maine,1984,41.3500,5.1944
Maine,1985,39.9083,4.3935
Maine,1986,40.0667,4.4815
Maine,1987,41.0667,5.0370
Maine,1988,40.9250,4.9583
Maine,1989,39.2833,4.0463
Maine,1990,42.4083,5.7824
Maine,1991,41.7083,5.3935
Maine,1992,39.8250,4.3472
Maine,1993,39.9500,4.4167
Maine,1994,40.4250,4.6806
Maine,1995,40.9333,4.9630
Maine,1996,40.9750,4.9861
Maine,1997,39.8083,4.3380
Maine,1998,43.4917,6.3843
Maine,1999,43.8000,6.5556
Maine,2000,40.9333,4.9630
Maine,2001,42.6500,5.9167
Maine,2002,41.7000,5.3889
Maine,2003,40.4500,4.6944
Maine,2004,40.4417,4.6898
Maine,2005,41.8333,5.4630
Maine,2006,43.9750,6.6528
Maine,2007,40.7167,4.8426
Maine,2008,41.6083,5.3380
Maine,2009,40.8583,4.9213
Maine,2010,44.6333,7.0185
Maine,2011,42.8167,6.0093
Maine,2012,43.8583,6.5880
Maine,2013,41.9667,5.5370
Maine,2014,41.1917,5.1065
Maine,2015,41.2250,5.1250
Maine,2016,43.2583,6.2546
Maine,2017,42.3667,5.7593
Maine,2018,41.7667,5.4259
Maine,2019,40.6583,4.8102
Maryland,1895,52.0833,11.1574
Maryland,1896,53.7250,12.0694
Maryland,1897,53.1500,11.7500
Maryland,1898,54.3750,12.4306
Maryland,1899,53.0083,11.6713
Maryland,1900,54.7500,12.6389
Maryland,1901,52.3250,11.2917
Maryland,1902,53.0417,11.6898
Maryland,1903,52.6667,11.4815
Maryland,1904,50.5833,10.3241
Maryland,1905,52.4583,11.3657
Maryland,1906,54.0250,12.2361
Maryland,1907,51.5750,10.8750
Maryland,1908,53.4500,11.9167
Maryland,1909,53.1500,11.7500
Maryland,1910,53.0167,11.6759
Maryland,1911,54.3583,12.4213
Maryland,1912,52.5083,11.3935
Maryland,1913,55.1000,12.8333
Maryland,1914,52.5667,11.4259
Maryland,1915,53.1667,11.7593
Maryland,1916,52.6500,11.4722
Maryland,1917,50.9000,10.5000
Maryland,1918,53.1750,11.7639
Maryland,1919,54.1083,12.2824
Maryland,1920,52.5250,11.4028
Maryland,1921,56.0417,13.3565
Maryland,1922,54.3583,12.4213
Maryland,1923,53.8500,12.1389
Maryland,1924,52.0333,11.1296
Maryland,1925,53.9583,12.1991
Maryland,1926,52.1917,11.2176
Maryland,1927,53.7000,12.0556
Maryland,1928,53.3250,11.8472
Maryland,1929,53.8333,12.1296
Maryland,1930,54.4583,12.4769
Maryland,1931,55.5417,13.0787
Maryland,1932,54.7333,12.6296
Maryland,1933,54.5917,12.5509
Maryland,1934,53.3167,11.8426
Maryland,1935,52.9750,11.6528
Maryland,1936,53.3917,11.8843
Maryland,1937,53.7500,12.0833
Maryland,1938,54.7667,12.6481
Maryland,1939,54.7500,12.6389
Maryland,1940,51.6167,10.8981
Maryland,1941,54.4083,12.4491
Maryland,1942,54.2083,12.3380
Maryland,1943,53.8917,12.1620
Maryland,1944,53.9167,12.1759
Maryland,1945,54.0083,12.2269
Maryland,1946,54.8750,12.7083
Maryland,1947,53.4000,11.8889
Maryland,1948,53.6333,12.0185
Maryland,1949,55.8833,13.2685
Maryland,1950,53.4417,11.9120
Maryland,1951,54.1167,12.2870
Maryland,1952,54.5917,12.5509
Maryland,1953,55.6583,13.1435
Maryland,1954,54.6333,12.5741
Maryland,1955,54.1083,12.2824
Maryland,1956,53.8417,12.1343
Maryland,1957,54.5583,12.5324
Maryland,1958,52.0000,11.1111
Maryland,1959,55.2250,12.9028
Maryland,1960,52.8667,11.5926
Maryland,1961,53.5167,11.9537
Maryland,1962,52.4833,11.3796
Maryland,1963,52.4500,11.3611
Maryland,1964,53.7917,12.1065
Maryland,1965,53.4583,11.9213
Maryland,1966,52.8583,11.5880
Maryland,1967,52.4167,11.3426
Maryland,1968,53.3500,11.8611
Maryland,1969,53.0083,11.6713
Maryland,1970,53.6667,12.0370
Maryland,1971,54.0417,12.2454
Maryland,1972,53.1000,11.7222
Maryland,1973,55.0667,12.8148
Maryland,1974,54.2083,12.3380
Maryland,1975,54.5917,12.5509
Maryland,1976,53.1500,11.7500
Maryland,1977,53.9167,12.1759
Maryland,1978,52.4583,11.3657
Maryland,1979,53.0750,11.7083
Maryland,1980,53.5417,11.9676
Maryland,1981,53.0917,11.7176
Maryland,1982,53.5833,11.9907
Maryland,1983,54.1583,12.3102
Maryland,1984,54.1500,12.3056
Maryland,1985,54.7667,12.6481
Maryland,1986,54.5750,12.5417
Maryland,1987,54.6917,12.6065
Maryland,1988,53.6667,12.0370
Maryland,1989,53.5417,11.9676
Maryland,1990,56.6083,13.6713
Maryland,1991,56.4917,13.6065
Maryland,1992,53.4833,11.9352
Maryland,1993,54.2167,12.3426
Maryland,1994,54.3583,12.4213
Maryland,1995,54.3917,12.4398
Maryland,1996,53.2417,11.8009
Maryland,1997,54.0417,12.2454
Maryland,1998,57.0083,13.8935
Maryland,1999,55.7083,13.1713
Maryland,2000,54.1333,12.2963
Maryland,2001,55.3250,12.9583
Maryland,2002,56.2750,13.4861
Maryland,2003,53.9167,12.1759
Maryland,2004,55.1667,12.8704
Maryland,2005,55.1667,12.8704
Maryland,2006,56.5167,13.6204
Maryland,2007,55.6917,13.1620
Maryland,2008,55.3167,12.9537
Maryland,2009,54.6083,12.5602
Maryland,2010,55.8500,13.2500
Maryland,2011,56.5250,13.6250
Maryland,2012,57.4917,14.1620
Maryland,2013,54.7167,12.6204
Maryland,2014,53.5750,11.9861
Maryland,2015,55.4417,13.0231
Maryland,2016,56.4667,13.5926
Maryland,2017,56.6833,13.7130
Maryland,2018,55.9250,13.2917
Maryland,2019,56.5833,13.6574
Massachusetts,1895,45.8833,7.7130
Massachusetts,1896,46.0417,7.8009
Massachusetts,1897,46.3833,7.9907
Massachusetts,1898,47.1833,8.4352
Massachusetts,1899,46.4000,8.0000
Massachusetts,1900,46.9750,8.3194
Massachusetts,1901,45.5583,7.5324
Massachusetts,1902,46.0500,7.8056
Massachusetts,1903,45.9083,7.7269
Massachusetts,1904,43.2833,6.2685
Massachusetts,1905,45.1250,7.2917
Massachusetts,1906,46.5000,8.0556
Massachusetts,1907,44.5833,6.9907
Massachusetts,1908,46.9083,8.2824
Massachusetts,1909,46.2417,7.9120
Massachusetts,1910,46.5000,8.0556
Massachusetts,1911,46.5583,8.0880
Massachusetts,1912,45.7583,7.6435
Massachusetts,1913,48.0417,8.9120
Massachusetts,1914,45.2417,7.3565
Massachusetts,1915,46.9333,8.2963
Massachusetts,1916,45.3417,7.4120
Massachusetts,1917,43.7333,6.5185
Massachusetts,1918,45.7083,7.6157
Massachusetts,1919,47.0417,8.3565
Massachusetts,1920,45.5583,7.5324
Massachusetts,1921,48.1583,8.9769
Massachusetts,1922,46.7000,8.1667
Massachusetts,1923,45.5583,7.5324
Massachusetts,1924,45.2833,7.3796
Massachusetts,1925,46.7333,8.1852
Massachusetts,1926,44.3250,6.8472
Massachusetts,1927,47.1500,8.4167
Massachusetts,1928,46.7917,8.2176
Massachusetts,1929,46.7750,8.2083
Massachusetts,1930,47.7750,8.7639
Massachusetts,1931,48.6583,9.2546
Massachusetts,1932,47.6000,8.6667
Massachusetts,1933,47.0750,8.3750
Massachusetts,1934,45.9583,7.7546
Massachusetts,1935,46.0167,7.7870
Massachusetts,1936,46.5000,8.0556
Massachusetts,1937,47.5833,8.6574
Massachusetts,1938,47.8333,8.7963
Massachusetts,1939,46.4667,8.0370
Massachusetts,1940,44.7250,7.0694
Massachusetts,1941,47.4500,8.5833
Massachusetts,1942,47.1667,8.4259
Massachusetts,1943,46.0750,7.8194
Massachusetts,1944,47.1417,8.4120
Massachusetts,1945,47.1583,8.4213
Massachusetts,1946,47.7583,8.7546
Massachusetts,1947,47.1250,8.4028
Massachusetts,1948,46.7167,8.1759
Massachusetts,1949,49.6833,9.8241
Massachusetts,1950,47.0917,8.3843
